"","Country.Region","date"
"Bhutan-2020-02-04","Bhutan","2020-02-04"
"Bhutan-2020-02-05","Bhutan","2020-02-05"
"Bhutan-2020-02-06","Bhutan","2020-02-06"
"Bhutan-2020-02-07","Bhutan","2020-02-07"
"Bhutan-2020-02-08","Bhutan","2020-02-08"
"Bhutan-2020-02-09","Bhutan","2020-02-09"
"Bhutan-2020-02-10","Bhutan","2020-02-10"
"Bhutan-2020-02-11","Bhutan","2020-02-11"
"Bhutan-2020-02-12","Bhutan","2020-02-12"
"Bhutan-2020-02-13","Bhutan","2020-02-13"
"Bhutan-2020-02-14","Bhutan","2020-02-14"
"Bhutan-2020-02-15","Bhutan","2020-02-15"
"Bhutan-2020-02-16","Bhutan","2020-02-16"
"Bhutan-2020-02-17","Bhutan","2020-02-17"
"Bhutan-2020-02-18","Bhutan","2020-02-18"
"Bhutan-2020-02-19","Bhutan","2020-02-19"
"Bhutan-2020-02-20","Bhutan","2020-02-20"
"Bhutan-2020-02-21","Bhutan","2020-02-21"
"Bhutan-2020-02-22","Bhutan","2020-02-22"
"Bhutan-2020-02-23","Bhutan","2020-02-23"
"Bhutan-2020-02-24","Bhutan","2020-02-24"
"Bhutan-2020-02-25","Bhutan","2020-02-25"
"Bhutan-2020-02-26","Bhutan","2020-02-26"
"Bhutan-2020-02-27","Bhutan","2020-02-27"
"Bhutan-2020-02-28","Bhutan","2020-02-28"
"Bhutan-2020-02-29","Bhutan","2020-02-29"
"Bhutan-2020-03-01","Bhutan","2020-03-01"
"Bhutan-2020-03-02","Bhutan","2020-03-02"
"Bhutan-2020-03-03","Bhutan","2020-03-03"
"Bhutan-2020-03-04","Bhutan","2020-03-04"
"Bhutan-2020-03-05","Bhutan","2020-03-05"
"Bhutan-2020-03-06","Bhutan","2020-03-06"
"Bhutan-2020-03-07","Bhutan","2020-03-07"
"Bhutan-2020-03-08","Bhutan","2020-03-08"
"Bhutan-2020-03-09","Bhutan","2020-03-09"
"Bhutan-2020-03-10","Bhutan","2020-03-10"
"Bhutan-2020-03-11","Bhutan","2020-03-11"
"Bhutan-2020-03-12","Bhutan","2020-03-12"
"Bhutan-2020-03-13","Bhutan","2020-03-13"
"Bhutan-2020-03-14","Bhutan","2020-03-14"
"Bhutan-2020-03-15","Bhutan","2020-03-15"
"Bhutan-2020-03-16","Bhutan","2020-03-16"
"Bhutan-2020-03-17","Bhutan","2020-03-17"
"Bhutan-2020-03-18","Bhutan","2020-03-18"
"Bhutan-2020-03-19","Bhutan","2020-03-19"
"Bhutan-2020-03-20","Bhutan","2020-03-20"
"Bhutan-2020-03-21","Bhutan","2020-03-21"
"Bhutan-2020-03-22","Bhutan","2020-03-22"
"Bolivia-2020-01-22","Bolivia","2020-01-22"
"Bolivia-2020-01-23","Bolivia","2020-01-23"
"Bolivia-2020-01-24","Bolivia","2020-01-24"
"Bolivia-2020-01-25","Bolivia","2020-01-25"
"Bolivia-2020-01-26","Bolivia","2020-01-26"
"Bolivia-2020-01-27","Bolivia","2020-01-27"
"Bolivia-2020-01-28","Bolivia","2020-01-28"
"Bolivia-2020-01-29","Bolivia","2020-01-29"
"Bolivia-2020-01-30","Bolivia","2020-01-30"
"Bolivia-2020-01-31","Bolivia","2020-01-31"
"Bolivia-2020-02-01","Bolivia","2020-02-01"
"Bolivia-2020-02-02","Bolivia","2020-02-02"
"Bolivia-2020-02-03","Bolivia","2020-02-03"
"Bolivia-2020-02-04","Bolivia","2020-02-04"
"Bolivia-2020-02-05","Bolivia","2020-02-05"
"Bolivia-2020-02-06","Bolivia","2020-02-06"
"Bolivia-2020-02-07","Bolivia","2020-02-07"
"Bolivia-2020-02-08","Bolivia","2020-02-08"
"Bolivia-2020-02-09","Bolivia","2020-02-09"
"Bolivia-2020-02-10","Bolivia","2020-02-10"
"Bolivia-2020-02-11","Bolivia","2020-02-11"
"Bolivia-2020-02-12","Bolivia","2020-02-12"
"Bolivia-2020-02-13","Bolivia","2020-02-13"
"Bolivia-2020-02-14","Bolivia","2020-02-14"
"Bolivia-2020-02-15","Bolivia","2020-02-15"
"Bolivia-2020-02-16","Bolivia","2020-02-16"
"Bolivia-2020-02-17","Bolivia","2020-02-17"
"Bolivia-2020-02-18","Bolivia","2020-02-18"
"Bolivia-2020-02-19","Bolivia","2020-02-19"
"Bolivia-2020-02-20","Bolivia","2020-02-20"
"Bolivia-2020-02-21","Bolivia","2020-02-21"
"Bolivia-2020-02-22","Bolivia","2020-02-22"
"Bolivia-2020-02-23","Bolivia","2020-02-23"
"Bolivia-2020-02-24","Bolivia","2020-02-24"
"Bolivia-2020-02-25","Bolivia","2020-02-25"
"Bolivia-2020-02-26","Bolivia","2020-02-26"
"Bolivia-2020-02-27","Bolivia","2020-02-27"
"Bolivia-2020-02-28","Bolivia","2020-02-28"
"Bolivia-2020-02-29","Bolivia","2020-02-29"
"Bolivia-2020-03-01","Bolivia","2020-03-01"
"Bolivia-2020-03-02","Bolivia","2020-03-02"
"Bolivia-2020-03-03","Bolivia","2020-03-03"
"Bolivia-2020-03-04","Bolivia","2020-03-04"
"Bolivia-2020-03-05","Bolivia","2020-03-05"
"Bolivia-2020-03-06","Bolivia","2020-03-06"
"Bolivia-2020-03-07","Bolivia","2020-03-07"
"Bolivia-2020-03-08","Bolivia","2020-03-08"
"Bolivia-2020-03-09","Bolivia","2020-03-09"
"Bolivia-2020-03-10","Bolivia","2020-03-10"
"Bolivia-2020-03-11","Bolivia","2020-03-11"
"Bolivia-2020-03-12","Bolivia","2020-03-12"
"Bolivia-2020-03-13","Bolivia","2020-03-13"
"Bolivia-2020-03-14","Bolivia","2020-03-14"
"Bolivia-2020-03-15","Bolivia","2020-03-15"
"Bolivia-2020-03-16","Bolivia","2020-03-16"
"Bolivia-2020-03-17","Bolivia","2020-03-17"
"Bolivia-2020-03-18","Bolivia","2020-03-18"
"Bolivia-2020-03-19","Bolivia","2020-03-19"
"Bolivia-2020-03-20","Bolivia","2020-03-20"
"Bolivia-2020-03-21","Bolivia","2020-03-21"
"Bolivia-2020-03-22","Bolivia","2020-03-22"
"Bosnia and Herzegovina-2020-01-22","Bosnia and Herzegovina","2020-01-22"
"Bosnia and Herzegovina-2020-01-23","Bosnia and Herzegovina","2020-01-23"
"Bosnia and Herzegovina-2020-01-24","Bosnia and Herzegovina","2020-01-24"
"Bosnia and Herzegovina-2020-01-25","Bosnia and Herzegovina","2020-01-25"
"Bosnia and Herzegovina-2020-01-26","Bosnia and Herzegovina","2020-01-26"
"Bosnia and Herzegovina-2020-01-27","Bosnia and Herzegovina","2020-01-27"
"Bosnia and Herzegovina-2020-01-28","Bosnia and Herzegovina","2020-01-28"
"Bosnia and Herzegovina-2020-01-29","Bosnia and Herzegovina","2020-01-29"
"Bosnia and Herzegovina-2020-01-30","Bosnia and Herzegovina","2020-01-30"
"Bosnia and Herzegovina-2020-01-31","Bosnia and Herzegovina","2020-01-31"
"Bosnia and Herzegovina-2020-02-01","Bosnia and Herzegovina","2020-02-01"
"Bosnia and Herzegovina-2020-02-02","Bosnia and Herzegovina","2020-02-02"
"Bosnia and Herzegovina-2020-02-03","Bosnia and Herzegovina","2020-02-03"
"Bosnia and Herzegovina-2020-02-04","Bosnia and Herzegovina","2020-02-04"
"Bosnia and Herzegovina-2020-02-05","Bosnia and Herzegovina","2020-02-05"
"Bosnia and Herzegovina-2020-02-06","Bosnia and Herzegovina","2020-02-06"
"Bosnia and Herzegovina-2020-02-07","Bosnia and Herzegovina","2020-02-07"
"Bosnia and Herzegovina-2020-02-08","Bosnia and Herzegovina","2020-02-08"
"Bosnia and Herzegovina-2020-02-09","Bosnia and Herzegovina","2020-02-09"
"Bosnia and Herzegovina-2020-02-10","Bosnia and Herzegovina","2020-02-10"
"Bosnia and Herzegovina-2020-02-11","Bosnia and Herzegovina","2020-02-11"
"Bosnia and Herzegovina-2020-02-12","Bosnia and Herzegovina","2020-02-12"
"Bosnia and Herzegovina-2020-02-13","Bosnia and Herzegovina","2020-02-13"
"Bosnia and Herzegovina-2020-02-14","Bosnia and Herzegovina","2020-02-14"
"Bosnia and Herzegovina-2020-02-15","Bosnia and Herzegovina","2020-02-15"
"Bosnia and Herzegovina-2020-02-16","Bosnia and Herzegovina","2020-02-16"
"Bosnia and Herzegovina-2020-02-17","Bosnia and Herzegovina","2020-02-17"
"Bosnia and Herzegovina-2020-02-18","Bosnia and Herzegovina","2020-02-18"
"Bosnia and Herzegovina-2020-02-19","Bosnia and Herzegovina","2020-02-19"
"Bosnia and Herzegovina-2020-02-20","Bosnia and Herzegovina","2020-02-20"
"Bosnia and Herzegovina-2020-02-21","Bosnia and Herzegovina","2020-02-21"
"Bosnia and Herzegovina-2020-02-22","Bosnia and Herzegovina","2020-02-22"
"Bosnia and Herzegovina-2020-02-23","Bosnia and Herzegovina","2020-02-23"
"Bosnia and Herzegovina-2020-02-24","Bosnia and Herzegovina","2020-02-24"
"Bosnia and Herzegovina-2020-02-25","Bosnia and Herzegovina","2020-02-25"
"Bosnia and Herzegovina-2020-02-26","Bosnia and Herzegovina","2020-02-26"
"Bosnia and Herzegovina-2020-02-27","Bosnia and Herzegovina","2020-02-27"
"Bosnia and Herzegovina-2020-02-28","Bosnia and Herzegovina","2020-02-28"
"Bosnia and Herzegovina-2020-02-29","Bosnia and Herzegovina","2020-02-29"
"Bosnia and Herzegovina-2020-03-01","Bosnia and Herzegovina","2020-03-01"
"Bosnia and Herzegovina-2020-03-02","Bosnia and Herzegovina","2020-03-02"
"Bosnia and Herzegovina-2020-03-03","Bosnia and Herzegovina","2020-03-03"
"Bosnia and Herzegovina-2020-03-04","Bosnia and Herzegovina","2020-03-04"
"Bosnia and Herzegovina-2020-03-05","Bosnia and Herzegovina","2020-03-05"
"Bosnia and Herzegovina-2020-03-06","Bosnia and Herzegovina","2020-03-06"
"Bosnia and Herzegovina-2020-03-07","Bosnia and Herzegovina","2020-03-07"
"Bosnia and Herzegovina-2020-03-08","Bosnia and Herzegovina","2020-03-08"
"Bosnia and Herzegovina-2020-03-09","Bosnia and Herzegovina","2020-03-09"
"Bosnia and Herzegovina-2020-03-10","Bosnia and Herzegovina","2020-03-10"
"Bosnia and Herzegovina-2020-03-11","Bosnia and Herzegovina","2020-03-11"
"Bosnia and Herzegovina-2020-03-12","Bosnia and Herzegovina","2020-03-12"
"Bosnia and Herzegovina-2020-03-13","Bosnia and Herzegovina","2020-03-13"
"Bosnia and Herzegovina-2020-03-14","Bosnia and Herzegovina","2020-03-14"
"Bosnia and Herzegovina-2020-03-15","Bosnia and Herzegovina","2020-03-15"
"Bosnia and Herzegovina-2020-03-16","Bosnia and Herzegovina","2020-03-16"
"Bosnia and Herzegovina-2020-03-17","Bosnia and Herzegovina","2020-03-17"
"Bosnia and Herzegovina-2020-03-18","Bosnia and Herzegovina","2020-03-18"
"Bosnia and Herzegovina-2020-03-19","Bosnia and Herzegovina","2020-03-19"
"Bosnia and Herzegovina-2020-03-20","Bosnia and Herzegovina","2020-03-20"
"Bosnia and Herzegovina-2020-03-21","Bosnia and Herzegovina","2020-03-21"
"Bosnia and Herzegovina-2020-03-22","Bosnia and Herzegovina","2020-03-22"
"Brazil-2020-01-22","Brazil","2020-01-22"
"Brazil-2020-01-23","Brazil","2020-01-23"
"Brazil-2020-01-24","Brazil","2020-01-24"
"Brazil-2020-01-25","Brazil","2020-01-25"
"Brazil-2020-01-26","Brazil","2020-01-26"
"Brazil-2020-01-27","Brazil","2020-01-27"
"Brazil-2020-01-28","Brazil","2020-01-28"
"Brazil-2020-01-29","Brazil","2020-01-29"
"Brazil-2020-01-30","Brazil","2020-01-30"
"Brazil-2020-01-31","Brazil","2020-01-31"
"Brazil-2020-02-01","Brazil","2020-02-01"
"Brazil-2020-02-02","Brazil","2020-02-02"
"Brazil-2020-02-03","Brazil","2020-02-03"
"Brazil-2020-02-04","Brazil","2020-02-04"
"Brazil-2020-02-05","Brazil","2020-02-05"
"Brazil-2020-02-06","Brazil","2020-02-06"
"Brazil-2020-02-07","Brazil","2020-02-07"
"Brazil-2020-02-08","Brazil","2020-02-08"
"Brazil-2020-02-09","Brazil","2020-02-09"
"Brazil-2020-02-10","Brazil","2020-02-10"
"Brazil-2020-02-11","Brazil","2020-02-11"
"Brazil-2020-02-12","Brazil","2020-02-12"
"Brazil-2020-02-13","Brazil","2020-02-13"
"Brazil-2020-02-14","Brazil","2020-02-14"
"Brazil-2020-02-15","Brazil","2020-02-15"
"Brazil-2020-02-16","Brazil","2020-02-16"
"Brazil-2020-02-17","Brazil","2020-02-17"
"Brazil-2020-02-18","Brazil","2020-02-18"
"Brazil-2020-02-19","Brazil","2020-02-19"
"Brazil-2020-02-20","Brazil","2020-02-20"
"Brazil-2020-02-21","Brazil","2020-02-21"
"Brazil-2020-02-22","Brazil","2020-02-22"
"Brazil-2020-02-23","Brazil","2020-02-23"
"Brazil-2020-02-24","Brazil","2020-02-24"
"Brazil-2020-02-25","Brazil","2020-02-25"
"Brazil-2020-02-26","Brazil","2020-02-26"
"Brazil-2020-02-27","Brazil","2020-02-27"
"Brazil-2020-02-28","Brazil","2020-02-28"
"Brazil-2020-02-29","Brazil","2020-02-29"
"Brazil-2020-03-01","Brazil","2020-03-01"
"Brazil-2020-03-02","Brazil","2020-03-02"
"Brazil-2020-03-03","Brazil","2020-03-03"
"Brazil-2020-03-04","Brazil","2020-03-04"
"Brazil-2020-03-05","Brazil","2020-03-05"
"Brazil-2020-03-06","Brazil","2020-03-06"
"Brazil-2020-03-07","Brazil","2020-03-07"
"Brazil-2020-03-08","Brazil","2020-03-08"
"Brazil-2020-03-09","Brazil","2020-03-09"
"Brazil-2020-03-10","Brazil","2020-03-10"
"Brazil-2020-03-11","Brazil","2020-03-11"
"Brazil-2020-03-12","Brazil","2020-03-12"
"Brazil-2020-03-13","Brazil","2020-03-13"
"Brazil-2020-03-14","Brazil","2020-03-14"
"Brazil-2020-03-15","Brazil","2020-03-15"
"Brazil-2020-03-16","Brazil","2020-03-16"
"Brazil-2020-03-17","Brazil","2020-03-17"
"Brazil-2020-03-18","Brazil","2020-03-18"
"Brazil-2020-03-19","Brazil","2020-03-19"
"Brazil-2020-03-20","Brazil","2020-03-20"
"Brazil-2020-03-21","Brazil","2020-03-21"
"Brazil-2020-03-22","Brazil","2020-03-22"
"Brunei-2020-01-22","Brunei","2020-01-22"
"Brunei-2020-01-23","Brunei","2020-01-23"
"Brunei-2020-01-24","Brunei","2020-01-24"
"Brunei-2020-01-25","Brunei","2020-01-25"
"Brunei-2020-01-26","Brunei","2020-01-26"
"Brunei-2020-01-27","Brunei","2020-01-27"
"Brunei-2020-01-28","Brunei","2020-01-28"
"Brunei-2020-01-29","Brunei","2020-01-29"
"Brunei-2020-01-30","Brunei","2020-01-30"
"Brunei-2020-01-31","Brunei","2020-01-31"
"Brunei-2020-02-01","Brunei","2020-02-01"
"Brunei-2020-02-02","Brunei","2020-02-02"
"Brunei-2020-02-03","Brunei","2020-02-03"
"Brunei-2020-02-04","Brunei","2020-02-04"
"Brunei-2020-02-05","Brunei","2020-02-05"
"Brunei-2020-02-06","Brunei","2020-02-06"
"Brunei-2020-02-07","Brunei","2020-02-07"
"Brunei-2020-02-08","Brunei","2020-02-08"
"Brunei-2020-02-09","Brunei","2020-02-09"
"Brunei-2020-02-10","Brunei","2020-02-10"
"Brunei-2020-02-11","Brunei","2020-02-11"
"Brunei-2020-02-12","Brunei","2020-02-12"
"Brunei-2020-02-13","Brunei","2020-02-13"
"Brunei-2020-02-14","Brunei","2020-02-14"
"Brunei-2020-02-15","Brunei","2020-02-15"
"Brunei-2020-02-16","Brunei","2020-02-16"
"Brunei-2020-02-17","Brunei","2020-02-17"
"Brunei-2020-02-18","Brunei","2020-02-18"
"Brunei-2020-02-19","Brunei","2020-02-19"
"Brunei-2020-02-20","Brunei","2020-02-20"
"Brunei-2020-02-21","Brunei","2020-02-21"
"Brunei-2020-02-22","Brunei","2020-02-22"
"Brunei-2020-02-23","Brunei","2020-02-23"
"Brunei-2020-02-24","Brunei","2020-02-24"
"Brunei-2020-02-25","Brunei","2020-02-25"
"Brunei-2020-02-26","Brunei","2020-02-26"
"Brunei-2020-02-27","Brunei","2020-02-27"
"Brunei-2020-02-28","Brunei","2020-02-28"
"Brunei-2020-02-29","Brunei","2020-02-29"
"Brunei-2020-03-01","Brunei","2020-03-01"
"Brunei-2020-03-02","Brunei","2020-03-02"
"Brunei-2020-03-03","Brunei","2020-03-03"
"Brunei-2020-03-04","Brunei","2020-03-04"
"Brunei-2020-03-05","Brunei","2020-03-05"
"Brunei-2020-03-06","Brunei","2020-03-06"
"Brunei-2020-03-07","Brunei","2020-03-07"
"Brunei-2020-03-08","Brunei","2020-03-08"
"Brunei-2020-03-09","Brunei","2020-03-09"
"Brunei-2020-03-10","Brunei","2020-03-10"
"Brunei-2020-03-11","Brunei","2020-03-11"
"Brunei-2020-03-12","Brunei","2020-03-12"
"Brunei-2020-03-13","Brunei","2020-03-13"
"Brunei-2020-03-14","Brunei","2020-03-14"
"Brunei-2020-03-15","Brunei","2020-03-15"
"Brunei-2020-03-16","Brunei","2020-03-16"
"Brunei-2020-03-17","Brunei","2020-03-17"
"Brunei-2020-03-18","Brunei","2020-03-18"
"Brunei-2020-03-19","Brunei","2020-03-19"
"Brunei-2020-03-20","Brunei","2020-03-20"
"Brunei-2020-03-21","Brunei","2020-03-21"
"Brunei-2020-03-22","Brunei","2020-03-22"
"Bulgaria-2020-01-22","Bulgaria","2020-01-22"
"Bulgaria-2020-01-23","Bulgaria","2020-01-23"
"Bulgaria-2020-01-24","Bulgaria","2020-01-24"
"Bulgaria-2020-01-25","Bulgaria","2020-01-25"
"Bulgaria-2020-01-26","Bulgaria","2020-01-26"
"Bulgaria-2020-01-27","Bulgaria","2020-01-27"
"Bulgaria-2020-01-28","Bulgaria","2020-01-28"
"Bulgaria-2020-01-29","Bulgaria","2020-01-29"
"Bulgaria-2020-01-30","Bulgaria","2020-01-30"
"Bulgaria-2020-01-31","Bulgaria","2020-01-31"
"Bulgaria-2020-02-01","Bulgaria","2020-02-01"
"Bulgaria-2020-02-02","Bulgaria","2020-02-02"
"Bulgaria-2020-02-03","Bulgaria","2020-02-03"
"Bulgaria-2020-02-04","Bulgaria","2020-02-04"
"Bulgaria-2020-02-05","Bulgaria","2020-02-05"
"Bulgaria-2020-02-06","Bulgaria","2020-02-06"
"Bulgaria-2020-02-07","Bulgaria","2020-02-07"
"Bulgaria-2020-02-08","Bulgaria","2020-02-08"
"Bulgaria-2020-02-09","Bulgaria","2020-02-09"
"Bulgaria-2020-02-10","Bulgaria","2020-02-10"
"Bulgaria-2020-02-11","Bulgaria","2020-02-11"
"Bulgaria-2020-02-12","Bulgaria","2020-02-12"
"Bulgaria-2020-02-13","Bulgaria","2020-02-13"
"Bulgaria-2020-02-14","Bulgaria","2020-02-14"
"Bulgaria-2020-02-15","Bulgaria","2020-02-15"
"Bulgaria-2020-02-16","Bulgaria","2020-02-16"
"Bulgaria-2020-02-17","Bulgaria","2020-02-17"
"Bulgaria-2020-02-18","Bulgaria","2020-02-18"
"Bulgaria-2020-02-19","Bulgaria","2020-02-19"
"Bulgaria-2020-02-20","Bulgaria","2020-02-20"
"Bulgaria-2020-02-21","Bulgaria","2020-02-21"
"Bulgaria-2020-02-22","Bulgaria","2020-02-22"
"Bulgaria-2020-02-23","Bulgaria","2020-02-23"
"Bulgaria-2020-02-24","Bulgaria","2020-02-24"
"Bulgaria-2020-02-25","Bulgaria","2020-02-25"
"Bulgaria-2020-02-26","Bulgaria","2020-02-26"
"Bulgaria-2020-02-27","Bulgaria","2020-02-27"
"Bulgaria-2020-02-28","Bulgaria","2020-02-28"
"Bulgaria-2020-02-29","Bulgaria","2020-02-29"
"Bulgaria-2020-03-01","Bulgaria","2020-03-01"
"Bulgaria-2020-03-02","Bulgaria","2020-03-02"
"Bulgaria-2020-03-03","Bulgaria","2020-03-03"
"Bulgaria-2020-03-04","Bulgaria","2020-03-04"
"Bulgaria-2020-03-05","Bulgaria","2020-03-05"
"Bulgaria-2020-03-06","Bulgaria","2020-03-06"
"Bulgaria-2020-03-07","Bulgaria","2020-03-07"
"Bulgaria-2020-03-08","Bulgaria","2020-03-08"
"Bulgaria-2020-03-09","Bulgaria","2020-03-09"
"Bulgaria-2020-03-10","Bulgaria","2020-03-10"
"Bulgaria-2020-03-11","Bulgaria","2020-03-11"
"Bulgaria-2020-03-12","Bulgaria","2020-03-12"
"Bulgaria-2020-03-13","Bulgaria","2020-03-13"
"Bulgaria-2020-03-14","Bulgaria","2020-03-14"
"Bulgaria-2020-03-15","Bulgaria","2020-03-15"
"Bulgaria-2020-03-16","Bulgaria","2020-03-16"
"Bulgaria-2020-03-17","Bulgaria","2020-03-17"
"Bulgaria-2020-03-18","Bulgaria","2020-03-18"
"Bulgaria-2020-03-19","Bulgaria","2020-03-19"
"Bulgaria-2020-03-20","Bulgaria","2020-03-20"
"Bulgaria-2020-03-21","Bulgaria","2020-03-21"
"Bulgaria-2020-03-22","Bulgaria","2020-03-22"
"Burkina Faso-2020-01-22","Burkina Faso","2020-01-22"
"Burkina Faso-2020-01-23","Burkina Faso","2020-01-23"
"Burkina Faso-2020-01-24","Burkina Faso","2020-01-24"
"Burkina Faso-2020-01-25","Burkina Faso","2020-01-25"
"Burkina Faso-2020-01-26","Burkina Faso","2020-01-26"
"Burkina Faso-2020-01-27","Burkina Faso","2020-01-27"
"Burkina Faso-2020-01-28","Burkina Faso","2020-01-28"
"Burkina Faso-2020-01-29","Burkina Faso","2020-01-29"
"Burkina Faso-2020-01-30","Burkina Faso","2020-01-30"
"Burkina Faso-2020-01-31","Burkina Faso","2020-01-31"
"Burkina Faso-2020-02-01","Burkina Faso","2020-02-01"
"Burkina Faso-2020-02-02","Burkina Faso","2020-02-02"
"Burkina Faso-2020-02-03","Burkina Faso","2020-02-03"
"Burkina Faso-2020-02-04","Burkina Faso","2020-02-04"
"Burkina Faso-2020-02-05","Burkina Faso","2020-02-05"
"Burkina Faso-2020-02-06","Burkina Faso","2020-02-06"
"Burkina Faso-2020-02-07","Burkina Faso","2020-02-07"
"Burkina Faso-2020-02-08","Burkina Faso","2020-02-08"
"Burkina Faso-2020-02-09","Burkina Faso","2020-02-09"
"Burkina Faso-2020-02-10","Burkina Faso","2020-02-10"
"Burkina Faso-2020-02-11","Burkina Faso","2020-02-11"
"Burkina Faso-2020-02-12","Burkina Faso","2020-02-12"
"Burkina Faso-2020-02-13","Burkina Faso","2020-02-13"
"Burkina Faso-2020-02-14","Burkina Faso","2020-02-14"
"Burkina Faso-2020-02-15","Burkina Faso","2020-02-15"
"Burkina Faso-2020-02-16","Burkina Faso","2020-02-16"
"Burkina Faso-2020-02-17","Burkina Faso","2020-02-17"
"Burkina Faso-2020-02-18","Burkina Faso","2020-02-18"
"Burkina Faso-2020-02-19","Burkina Faso","2020-02-19"
"Burkina Faso-2020-02-20","Burkina Faso","2020-02-20"
"Burkina Faso-2020-02-21","Burkina Faso","2020-02-21"
"Burkina Faso-2020-02-22","Burkina Faso","2020-02-22"
"Burkina Faso-2020-02-23","Burkina Faso","2020-02-23"
"Burkina Faso-2020-02-24","Burkina Faso","2020-02-24"
"Burkina Faso-2020-02-25","Burkina Faso","2020-02-25"
"Burkina Faso-2020-02-26","Burkina Faso","2020-02-26"
"Burkina Faso-2020-02-27","Burkina Faso","2020-02-27"
"Burkina Faso-2020-02-28","Burkina Faso","2020-02-28"
"Burkina Faso-2020-02-29","Burkina Faso","2020-02-29"
"Burkina Faso-2020-03-01","Burkina Faso","2020-03-01"
"Burkina Faso-2020-03-02","Burkina Faso","2020-03-02"
"Burkina Faso-2020-03-03","Burkina Faso","2020-03-03"
"Burkina Faso-2020-03-04","Burkina Faso","2020-03-04"
"Burkina Faso-2020-03-05","Burkina Faso","2020-03-05"
"Burkina Faso-2020-03-06","Burkina Faso","2020-03-06"
"Burkina Faso-2020-03-07","Burkina Faso","2020-03-07"
"Burkina Faso-2020-03-08","Burkina Faso","2020-03-08"
"Burkina Faso-2020-03-09","Burkina Faso","2020-03-09"
"Burkina Faso-2020-03-10","Burkina Faso","2020-03-10"
"Burkina Faso-2020-03-11","Burkina Faso","2020-03-11"
"Burkina Faso-2020-03-12","Burkina Faso","2020-03-12"
"Burkina Faso-2020-03-13","Burkina Faso","2020-03-13"
"Burkina Faso-2020-03-14","Burkina Faso","2020-03-14"
"Burkina Faso-2020-03-15","Burkina Faso","2020-03-15"
"Burkina Faso-2020-03-16","Burkina Faso","2020-03-16"
"Burkina Faso-2020-03-17","Burkina Faso","2020-03-17"
"Burkina Faso-2020-03-18","Burkina Faso","2020-03-18"
"Burkina Faso-2020-03-19","Burkina Faso","2020-03-19"
"Burkina Faso-2020-03-20","Burkina Faso","2020-03-20"
"Burkina Faso-2020-03-21","Burkina Faso","2020-03-21"
